ca,p,Tu,Tb,mb,mdot,qdot,mbdot
-99.99999237060547,264647.769165039,393.15,2367.503484747132,0.0,0.0,0.0,0.0
-98.99496728331599,266956.033864451,392.4247827398797,2367.503484747132,0.0,0.0,14864.373000000018,0.0
-97.98994219602653,269581.4616514748,392.0533283359735,2367.503484747132,0.0,0.0,12551.846625000017,0.0
-96.98491710873705,271890.9271805776,391.1104298008425,2367.503484747132,0.0,0.0,16738.235500000013,0.0
-95.97989202144755,274490.9091998175,390.4733877367732,2367.503484747132,0.0,0.0,14760.587000000012,0.0
-94.97486693415809,277073.87557838415,389.6960171338119,2367.503484747132,0.0,0.0,15920.13993750002,0.0
-93.9698418468686,279944.3762161288,389.2038838253696,2367.503484747132,0.0,0.0,14095.401687500012,0.0
-92.96481675957916,282781.50396092556,388.5419385614396,2367.503484747132,0.0,0.0,15468.21331250002,0.0
-91.95979167228967,285662.1808277175,387.8157586708557,2367.503484747132,0.0,0.0,16099.431312500017,0.0
-90.95476658500019,288780.0793598578,387.28412932748034,2367.503484747132,0.0,0.0,14918.589812500017,0.0
-89.94974149771072,291852.48231823,386.5624266602676,2367.503484747132,0.0,0.0,16435.108437500017,0.0
-88.94471641042125,295106.4577574328,385.949585715272,2367.503484747132,0.0,0.0,15857.78456250002,0.0
-87.93969132313178,298518.3567648116,385.4059956151684,2367.503484747132,0.0,0.0,15563.995437500018,0.0
-86.9346662358423,302090.7446713305,384.92828950862406,2367.503484747132,0.0,0.0,15297.199562500015,0.0
-85.92964114855283,305738.13457927806,384.40151510936505,2367.503484747132,0.0,0.0,15837.930312500017,0.0
-84.92461606126335,309434.3799322004,383.79068030616804,2367.503484747132,0.0,0.0,16622.38518750002,0.0
-83.91959097397387,313323.95783479797,383.27077185371036,2367.503484747132,0.0,0.0,16184.361187500012,0.0
-82.9145658866844,317404.38269103674,382.8291721326039,2367.503484747132,0.0,0.0,15840.614750000019,0.0
-81.90954079939492,321603.59148387646,382.3730137706244,2367.503484747132,0.0,0.0,16148.423187500017,0.0
-80.90451571210546,326014.5167931249,382.00570934398667,2367.503484747132,0.0,0.0,15736.708562500015,0.0
-79.89949062481597,330473.54478822515,381.5289900086395,2367.503484747132,0.0,0.0,16712.83762500001,0.0
-78.8944655375265,335270.72467112663,381.2720111083671,2367.503484747132,0.0,0.0,15390.917062500017,0.0
-77.889440450237,339915.2029990079,380.6685648807621,2367.503484747132,0.0,0.0,18028.096375000012,0.0
-76.88441536294756,344823.4143347712,380.1865439458508,2367.503484747132,0.0,0.0,17392.97006250002,0.0
-75.87939027565807,350407.4277015717,380.2638950678078,2367.503484747132,0.0,0.0,13709.608062500014,0.0
-74.87436518836861,355704.6617581812,379.83765017708095,2367.503484747132,0.0,0.0,17460.11843750002,0.0
-73.86934010107915,361241.14823076734,379.47816129516616,2367.503484747132,0.0,0.0,17217.46087500002,0.0
-72.86431501378965,367316.9485405092,379.48599832064656,2367.503484747132,0.0,0.0,14884.521250000013,0.0
-71.85928992650017,373173.5595964649,379.06417861776384,2367.503484747132,0.0,0.0,18121.49050000001,0.0
-70.8542648392107,379545.27685518353,378.96030892677993,2367.503484747132,0.0,0.0,16135.453437500013,0.0
-69.84923975192123,386078.9401330618,378.8049661595321,2367.503484747132,0.0,0.0,16736.04575000002,0.0
-68.84421466463176,392962.02180982154,378.77233555732,2367.503484747132,0.0,0.0,16124.717687500017,0.0
-67.83918957734225,399905.150241426,378.57449741998477,2367.503484747132,0.0,0.0,17524.44881250002,0.0
-66.8341644900528,407587.1503921321,378.8429100230292,2367.503484747132,0.0,0.0,14522.109187500013,0.0
-65.82913940276333,415131.55353387195,378.74430920971,2367.503484747132,0.0,0.0,17342.83543750002,0.0
-64.82411431547385,422829.20474305376,378.54957809475593,2367.503484747132,0.0,0.0,18264.348750000012,0.0
-63.819089228184374,431189.8888168536,378.70348918638086,2367.503484747132,0.0,0.0,16085.282750000017,0.0
-62.8140641408949,439815.8005772676,378.8344545058564,2367.503484747132,0.0,0.0,16510.14125000002,0.0
-61.809039053605424,448936.91175101115,379.12822762391346,2367.503484747132,0.0,0.0,15642.417000000018,0.0
-60.80401396631594,458429.25107279525,379.4627404803152,2367.503484747132,0.0,0.0,15633.103625000018,0.0
-59.79898887902648,468014.4138120457,379.5999721730872,2367.503484747132,0.0,0.0,17283.18881250002,0.0
-58.793963791737,478417.7492810457,380.1157662876065,2367.503484747132,0.0,0.0,14916.520500000017,0.0
-57.78893870444752,488989.93388745596,380.4737188887959,2367.503484747132,0.0,0.0,16303.17831250002,0.0
-56.783913617158056,500028.1898259661,380.89780469044365,2367.503484747132,0.0,0.0,16123.156562500015,0.0
-55.778888529868574,511647.7040825985,381.4587829415514,2367.503484747132,0.0,0.0,15452.75918750002,0.0
